ID,tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,conllu_parse
1.24514e+18,Soon as this corona shit is over imma hit the skatepark with my dad ASAP,1,0,0,0,0,0,0,"# text = Soon as this corona shit is over imma hit the skatepark with my dad ASAP
1	Soon	soon	ADV	RB	_	9	advmod	_	_
2	as	as	SCONJ	IN	_	6	mark	_	_
3	this	this	DET	DT	_	5	det	_	_
4	corona	corona	ADJ	JJ	_	5	compound	_	_
5	shit	shit	NOUN	NN	_	6	nsubj	_	_
6	is	be	AUX	VBZ	_	1	advcl	_	_
7	over	over	ADP	IN	_	6	prep	_	_
8	imma	imma	NOUN	NN	_	7	pobj	_	_
9	hit	hit	VERB	VBD	_	0	ROOT	_	_
10	the	the	DET	DT	_	11	det	_	_
11	skatepark	skatepark	NOUN	NN	_	9	dobj	_	_
12	with	with	ADP	IN	_	9	prep	_	_
13	my	my	PRON	PRP$	_	14	poss	_	_
14	dad	dad	NOUN	NN	_	12	pobj	_	_
15	ASAP	asap	ADV	RB	_	9	advmod	_	_"
1.24514e+18,We will beat this fucking virus F U Covid_19 K,1,0,0,0,0,0,1,"# text = We will beat this fucking virus F U Covid_19 K
1	We	we	PRON	PRP	_	3	nsubj	_	_
2	will	will	AUX	MD	_	3	aux	_	_
3	beat	beat	VERB	VB	_	0	ROOT	_	_
4	this	this	DET	DT	_	6	det	_	_
5	fucking	fucking	ADJ	JJ	_	6	amod	_	_
6	virus	virus	NOUN	NN	_	3	dobj	_	_
7	F	F	PROPN	NNP	_	10	compound	_	_
8	U	U	PROPN	NNP	_	10	compound	_	_
9	Covid_19	Covid_19	PROPN	NNP	_	10	compound	_	_
10	K	K	PROPN	NNP	_	3	npadvmod	_	_"
1.24514e+18,"the world wants to know why you've thrown florida under the bus, what is your goal? covid19",0,0,0,0,0,0,1,"# text = the world wants to know why you've thrown florida under the bus, what is your goal?
1	the	the	DET	DT	_	2	det	_	_
2	world	world	NOUN	NN	_	3	nsubj	_	_
3	wants	want	VERB	VBZ	_	0	ROOT	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	know	know	VERB	VB	_	3	xcomp	_	_
6	why	why	SCONJ	WRB	_	9	advmod	_	_
7	you	you	PRON	PRP	_	9	nsubj	_	_
8	've	have	AUX	VBP	_	9	aux	_	_
9	thrown	throw	VERB	VBN	_	5	ccomp	_	_
10	florida	florida	PROPN	NNP	_	9	dobj	_	_
11	under	under	ADP	IN	_	9	prep	_	_
12	the	the	DET	DT	_	13	det	_	_
13	bus	bus	NOUN	NN	_	11	pobj	_	_
14	,	,	PUNCT	,	_	16	punct	_	_
15	what	what	PRON	WP	_	16	attr	_	_
16	is	be	AUX	VBZ	_	3	ccomp	_	_
17	your	your	PRON	PRP$	_	18	poss	_	_
18	goal	goal	NOUN	NN	_	16	nsubj	_	_
19	?	?	PUNCT	.	_	3	punct	_	_

# text = covid19
1	covid19	covid19	PROPN	NNP	_	0	ROOT	_	_"
1.24514e+18,Nothing worse than falling for a guy during corona.... cant even hug him bc social distancing,0,0,0,0,0,1,0,"# text = Nothing worse than falling for a guy during corona.... cant even hug him bc social distancing
1	Nothing	nothing	PRON	NN	_	14	nsubj	_	_
2	worse	bad	ADJ	JJR	_	1	amod	_	_
3	than	than	ADP	IN	_	2	prep	_	_
4	falling	fall	VERB	VBG	_	3	pcomp	_	_
5	for	for	ADP	IN	_	4	prep	_	_
6	a	a	DET	DT	_	7	det	_	_
7	guy	guy	NOUN	NN	_	5	pobj	_	_
8	during	during	ADP	IN	_	7	prep	_	_
9	corona	corona	PROPN	NNP	_	8	pobj	_	_
10	....	....	PUNCT	:	_	1	punct	_	_
11	ca	can	AUX	MD	_	14	aux	_	_
12	nt	not	PART	RB	_	14	neg	_	_
13	even	even	ADV	RB	_	14	advmod	_	_
14	hug	hug	VERB	VB	_	0	ROOT	_	_
15	him	he	PRON	PRP	_	14	dobj	_	_
16	bc	bc	PROPN	NNP	_	18	nmod	_	_
17	social	social	ADJ	JJ	_	18	amod	_	_
18	distancing	distancing	NOUN	NN	_	14	dobj	_	_"
1.24514e+18,"Imagine 1pant of garri done enter 1300 because of Corona virus,Aside the disease kill us,we still day kill our self",0,0,0,1,0,1,0,"# text = Imagine 1pant of garri done enter 1300 because of Corona virus,Aside the disease kill us,we still day kill our self
1	Imagine	imagine	VERB	VB	_	22	advcl	_	_
2	1pant	1pant	NUM	CD	_	1	nummod	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	garri	garri	NOUN	NN	_	3	pobj	_	_
5	done	do	VERB	VBN	_	4	acl	_	_
6	enter	enter	VERB	VB	_	1	ccomp	_	_
7	1300	1300	NUM	CD	_	6	dobj	_	_
8	because	because	SCONJ	IN	_	6	prep	_	_
9	of	of	ADP	IN	_	8	pcomp	_	_
10	Corona	Corona	PROPN	NNP	_	11	compound	_	_
11	virus	virus	NOUN	NN	_	8	pobj	_	_
12	,	,	PUNCT	,	_	1	punct	_	_
13	Aside	aside	ADP	IN	_	16	advmod	_	_
14	the	the	DET	DT	_	15	det	_	_
15	disease	disease	NOUN	NN	_	13	pobj	_	_
16	kill	kill	VERB	VBP	_	1	ccomp	_	_
17	us	we	PRON	PRP	_	16	dobj	_	_
18	,	,	PUNCT	,	_	22	punct	_	_
19	we	we	PRON	PRP	_	22	nsubj	_	_
20	still	still	ADV	RB	_	21	advmod	_	_
21	day	day	NOUN	NN	_	22	npadvmod	_	_
22	kill	kill	VERB	VBP	_	0	ROOT	_	_
23	our	our	PRON	PRP$	_	24	poss	_	_
24	self	self	NOUN	NN	_	22	dobj	_	_"
1.24514e+18,Why dont you just take care of the Americans who have covid19 and finding the cure,0,0,0,0,0,0,1,"# text = Why dont you just take care of the Americans who have covid19 and finding the cure
1	Why	why	SCONJ	WRB	_	6	advmod	_	_
2	do	do	AUX	VBP	_	6	aux	_	_
3	nt	not	PART	RB	_	6	neg	_	_
4	you	you	PRON	PRP	_	6	nsubj	_	_
5	just	just	ADV	RB	_	6	advmod	_	_
6	take	take	VERB	VB	_	0	ROOT	_	_
7	care	care	NOUN	NN	_	6	dobj	_	_
8	of	of	ADP	IN	_	6	prep	_	_
9	the	the	DET	DT	_	10	det	_	_
10	Americans	Americans	PROPN	NNPS	_	8	pobj	_	_
11	who	who	PRON	WP	_	12	nsubj	_	_
12	have	have	VERB	VBP	_	10	relcl	_	_
13	covid19	covid19	NOUN	NN	_	12	dobj	_	_
14	and	and	CCONJ	CC	_	13	cc	_	_
15	finding	find	VERB	VBG	_	13	conj	_	_
16	the	the	DET	DT	_	17	det	_	_
17	cure	cure	NOUN	NN	_	15	dobj	_	_"
1.24514e+18,COVID19 in my town. health rehab center tests positive. Just a matter of time before it came here.,0,0,0,1,1,0,0,"# text = COVID19 in my town.
1	COVID19	covid19	NUM	CD	_	0	ROOT	_	_
2	in	in	ADP	IN	_	1	prep	_	_
3	my	my	PRON	PRP$	_	4	poss	_	_
4	town	town	NOUN	NN	_	2	pobj	_	_
5	.	.	PUNCT	.	_	1	punct	_	_

# text = health rehab center tests positive.
1	health	health	NOUN	NN	_	2	compound	_	_
2	rehab	rehab	PROPN	NNP	_	3	compound	_	_
3	center	center	NOUN	NN	_	4	compound	_	_
4	tests	test	VERB	VBZ	_	0	ROOT	_	_
5	positive	positive	ADJ	JJ	_	4	amod	_	_
6	.	.	PUNCT	.	_	4	punct	_	_

# text = Just a matter of time before it came here.
1	Just	just	ADV	RB	_	3	advmod	_	_
2	a	a	DET	DT	_	3	det	_	_
3	matter	matter	NOUN	NN	_	0	ROOT	_	_
4	of	of	ADP	IN	_	3	prep	_	_
5	time	time	NOUN	NN	_	4	pobj	_	_
6	before	before	SCONJ	IN	_	8	mark	_	_
7	it	it	PRON	PRP	_	8	nsubj	_	_
8	came	come	VERB	VBD	_	3	advcl	_	_
9	here	here	ADV	RB	_	8	advmod	_	_
10	.	.	PUNCT	.	_	3	punct	_	_"
1.24514e+18,tryna have them titying some more but corona wont let us,0,0,0,0,0,1,1,"# text = tryna have them titying some more but corona wont let us
1	tryna	tryna	PROPN	NNP	_	2	nsubj	_	_
2	have	have	VERB	VBP	_	0	ROOT	_	_
3	them	they	PRON	PRP	_	4	nsubj	_	_
4	titying	titye	VERB	VBG	_	2	ccomp	_	_
5	some	some	PRON	DT	_	6	advmod	_	_
6	more	more	ADV	RBR	_	4	dobj	_	_
7	but	but	CCONJ	CC	_	2	cc	_	_
8	corona	corona	NOUN	NN	_	11	nsubj	_	_
9	wo	will	AUX	MD	_	11	aux	_	_
10	nt	not	PART	RB	_	11	neg	_	_
11	let	let	VERB	VB	_	2	conj	_	_
12	us	we	PRON	PRP	_	11	dobj	_	_"
1.24514e+18,Police scared of the corona too....Ive barley seen them since this mess started. You good,0,0,0,0,1,0,0,"# text = Police scared of the corona too....
1	Police	Police	NOUN	NNS	_	2	nsubj	_	_
2	scared	scar	VERB	VBD	_	0	ROOT	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	the	the	DET	DT	_	5	det	_	_
5	corona	corona	NOUN	NN	_	3	pobj	_	_
6	too	too	ADV	RB	_	2	advmod	_	_
7	....	....	PUNCT	.	_	2	punct	_	_

# text = Ive barley seen them since this mess started.
1	Ive	ive	NOUN	NN	_	2	compound	_	_
2	barley	barley	NOUN	NN	_	3	nsubj	_	_
3	seen	see	VERB	VBD	_	0	ROOT	_	_
4	them	they	PRON	PRP	_	3	dobj	_	_
5	since	since	SCONJ	IN	_	8	mark	_	_
6	this	this	DET	DT	_	7	det	_	_
7	mess	mess	NOUN	NN	_	8	nsubj	_	_
8	started	start	VERB	VBD	_	3	advcl	_	_
9	.	.	PUNCT	.	_	3	punct	_	_

# text = You good
1	You	you	PRON	PRP	_	2	nsubj	_	_
2	good	good	VERB	VBP	_	0	ROOT	_	_"
1.24514e+18,"Brazil needs to be together with the world to fight the corona virus, a worldwide epidemic",1,1,0,0,0,0,0,"# text = Brazil needs to be together with the world to fight the corona virus, a worldwide epidemic
1	Brazil	Brazil	PROPN	NNP	_	2	nsubj	_	_
2	needs	need	VERB	VBZ	_	0	ROOT	_	_
3	to	to	PART	TO	_	4	aux	_	_
4	be	be	AUX	VB	_	2	xcomp	_	_
5	together	together	ADV	RB	_	4	advmod	_	_
6	with	with	ADP	IN	_	4	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	world	world	NOUN	NN	_	6	pobj	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	fight	fight	VERB	VB	_	4	advcl	_	_
11	the	the	DET	DT	_	13	det	_	_
12	corona	corona	PROPN	NNP	_	13	compound	_	_
13	virus	virus	NOUN	NN	_	10	dobj	_	_
14	,	,	PUNCT	,	_	13	punct	_	_
15	a	a	DET	DT	_	17	det	_	_
16	worldwide	worldwide	ADJ	JJ	_	17	amod	_	_
17	epidemic	epidemic	NOUN	NN	_	13	appos	_	_"
1.24514e+18,"If the coronavirus ends up causing the end of me, I promise to haunt Donald Trump for the same number of years he's haunted this nation.",0,0,0,0,0,0,1,"# text = If the coronavirus ends up causing the end of me, I promise to haunt Donald Trump for the same number of years he's haunted this nation.
1	If	if	SCONJ	IN	_	4	mark	_	_
2	the	the	DET	DT	_	3	det	_	_
3	coronavirus	coronavirus	NOUN	NN	_	4	nsubj	_	_
4	ends	end	VERB	VBZ	_	13	advcl	_	_
5	up	up	ADP	RP	_	4	prt	_	_
6	causing	cause	VERB	VBG	_	4	xcomp	_	_
7	the	the	DET	DT	_	8	det	_	_
8	end	end	NOUN	NN	_	6	dobj	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	me	I	PRON	PRP	_	9	pobj	_	_
11	,	,	PUNCT	,	_	13	punct	_	_
12	I	I	PRON	PRP	_	13	nsubj	_	_
13	promise	promise	VERB	VBP	_	0	ROOT	_	_
14	to	to	PART	TO	_	15	aux	_	_
15	haunt	haunt	VERB	VB	_	13	xcomp	_	_
16	Donald	Donald	PROPN	NNP	_	17	compound	_	_
17	Trump	Trump	PROPN	NNP	_	15	dobj	_	_
18	for	for	ADP	IN	_	15	prep	_	_
19	the	the	DET	DT	_	21	det	_	_
20	same	same	ADJ	JJ	_	21	amod	_	_
21	number	number	NOUN	NN	_	18	pobj	_	_
22	of	of	ADP	IN	_	21	prep	_	_
23	years	year	NOUN	NNS	_	22	pobj	_	_
24	he	he	PRON	PRP	_	26	nsubjpass	_	_
25	's	be	AUX	VBZ	_	26	auxpass	_	_
26	haunted	haunt	VERB	VBN	_	13	ccomp	_	_
27	this	this	DET	DT	_	28	det	_	_
28	nation	nation	NOUN	NN	_	26	dobj	_	_
29	.	.	PUNCT	.	_	13	punct	_	_"
1.24514e+18,Team building is important during the Corona times. So is networking. :) Keep it up.,1,0,0,0,0,0,0,"# text = Team building is important during the Corona times.
1	Team	team	NOUN	NN	_	2	compound	_	_
2	building	building	NOUN	NN	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	important	important	ADJ	JJ	_	3	acomp	_	_
5	during	during	ADP	IN	_	3	prep	_	_
6	the	the	DET	DT	_	8	det	_	_
7	Corona	Corona	PROPN	NNP	_	8	compound	_	_
8	times	time	NOUN	NNS	_	5	pobj	_	_
9	.	.	PUNCT	.	_	3	punct	_	_

# text = So is networking.
1	So	so	ADV	RB	_	2	advmod	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	networking	network	VERB	VBG	_	2	acomp	_	_
4	.	.	PUNCT	.	_	2	punct	_	_

# text = :)
1	:)	:)	PUNCT	NFP	_	0	ROOT	_	_

# text = Keep it up.
1	Keep	keep	VERB	VB	_	0	ROOT	_	_
2	it	it	PRON	PRP	_	1	dobj	_	_
3	up	up	ADP	RP	_	1	prt	_	_
4	.	.	PUNCT	.	_	1	punct	_	_"
1.24514e+18,All Im saying is this corona shit wasnt a issue until I got my Drivers license,0,0,0,0,0,1,0,"# text = All Im saying is this corona shit wasnt a issue until I got my Drivers license
1	All	all	PRON	DT	_	5	nsubj	_	_
2	I	I	PRON	PRP	_	4	nsubj	_	_
3	m	m	AUX	VBP	_	4	aux	_	_
4	saying	say	VERB	VBG	_	1	relcl	_	_
5	is	be	AUX	VBZ	_	0	ROOT	_	_
6	this	this	DET	DT	_	8	det	_	_
7	corona	corona	ADJ	JJ	_	8	compound	_	_
8	shit	shit	NOUN	NN	_	9	nsubj	_	_
9	was	be	AUX	VBD	_	5	ccomp	_	_
10	nt	not	PART	RB	_	9	neg	_	_
11	a	a	DET	DT	_	12	det	_	_
12	issue	issue	NOUN	NN	_	9	attr	_	_
13	until	until	SCONJ	IN	_	15	mark	_	_
14	I	I	PRON	PRP	_	15	nsubj	_	_
15	got	get	VERB	VBD	_	9	advcl	_	_
16	my	my	PRON	PRP$	_	18	poss	_	_
17	Drivers	Drivers	PROPN	NNPS	_	18	compound	_	_
18	license	license	NOUN	NN	_	15	dobj	_	_"
